fid,codigo,clasificacion_tipo,fecha_inicio,fecha_radicacion,resolucion
627,683070000000000120004000000000,Mutacion_Segunda_Clase,20/07/2015,21/07/2015,20157-0002
628,683070000000000120006000000000,Mutacion_Segunda_Clase,04/08/1984,05/08/1984,19848-0002
629,683070000000000120087000000000,Mutacion_Segunda_Clase,08/08/2009,09/08/2009,20098-0001
630,683070000000000130111000000000,Mutacion_Segunda_Clase,24/12/1992,25/12/1992,199212-0001
631,683070000000000120005000000000,Mutacion_Segunda_Clase,23/08/2020,24/08/2020,20208-0002
632,683070000000000130135000000000,Mutacion_Segunda_Clase,22/02/1999,23/02/1999,19992-0002
633,683070000000000130002000000000,Mutacion_Segunda_Clase,04/07/2003,05/07/2003,20037-0001
634,683070000000000080036000000000,Mutacion_Segunda_Clase,10/11/1984,11/11/1984,198411-0001
635,683070000000000130003000000000,Mutacion_Segunda_Clase,05/02/2000,06/02/2000,20002-0002
636,683070000000000130004000000000,Mutacion_Segunda_Clase,06/02/2010,07/02/2010,20102-0002
637,683070000000000130005000000000,Mutacion_Segunda_Clase,12/08/2009,13/08/2009,20098-0001
638,683070000000000130008000000000,Mutacion_Segunda_Clase,23/10/2004,24/10/2004,200410-0001
639,683070000000000110016000000000,Mutacion_Segunda_Clase,25/08/1988,26/08/1988,19888-0002
640,683070000000000060298000000000,Mutacion_Segunda_Clase,02/03/1993,03/03/1993,19933-0002
641,683070000000000060303000000000,Mutacion_Segunda_Clase,29/08/2003,30/08/2003,20038-0001
642,683070000000000060125000000000,Mutacion_Segunda_Clase,04/12/2010,05/12/2010,201012-0001
643,683070000000000060197000000000,Mutacion_Segunda_Clase,16/04/1989,17/04/1989,19894-0002
644,683070000000000060202000000000,Mutacion_Segunda_Clase,16/05/2014,17/05/2014,20145-0002
645,683070000000000060124000000000,Mutacion_Segunda_Clase,26/01/2001,27/01/2001,20011-0001
646,683070000000000090043000000000,Mutacion_Segunda_Clase,11/11/1998,12/11/1998,199811-0001
647,683070000000000080079000000000,Mutacion_Segunda_Clase,20/12/2013,21/12/2013,201312-0002
648,683070000000000080312000000000,Mutacion_Segunda_Clase,07/02/2018,08/02/2018,20182-0002
649,683070000000000080078000000000,Mutacion_Segunda_Clase,07/12/2013,08/12/2013,201312-0001
650,683070000000000020021000000000,Mutacion_Segunda_Clase,11/01/2002,12/01/2002,20021-0001
651,683070000000000080028000000000,Mutacion_Segunda_Clase,16/01/2000,17/01/2000,20001-0002
652,683070000000000080093000000000,Mutacion_Segunda_Clase,28/01/1991,29/01/1991,19911-0002
653,683070000000000080027000000000,Mutacion_Segunda_Clase,19/02/1995,20/02/1995,19952-0001
654,683070000000000080034000000000,Mutacion_Segunda_Clase,22/11/1983,23/11/1983,198311-0001
655,683070000000000080315000000000,Mutacion_Segunda_Clase,09/04/1981,10/04/1981,19814-0002
656,683070000000000080024000000000,Mutacion_Segunda_Clase,22/01/2012,23/01/2012,20121-0002
657,683070000000000080017000000000,Mutacion_Segunda_Clase,13/05/2010,14/05/2010,20105-0001
658,683070000000000200061000000000,Mutacion_Segunda_Clase,12/10/1995,13/10/1995,199510-0001
659,683070000000000200060000000000,Mutacion_Segunda_Clase,07/11/2019,08/11/2019,201911-0002
660,683070000000000110161000000000,Mutacion_Segunda_Clase,07/08/1983,08/08/1983,19838-0002
661,683070000000000080010000000000,Mutacion_Segunda_Clase,15/08/2004,16/08/2004,20048-0001
662,683070000000000200033000000000,Mutacion_Segunda_Clase,24/02/2015,25/02/2015,20152-0001
663,683070000000000090055000000000,Mutacion_Segunda_Clase,10/05/1989,11/05/1989,19895-0002
664,683070000000000090051000000000,Mutacion_Segunda_Clase,02/06/2018,03/06/2018,20186-0002
665,683070000000000180001000000000,Mutacion_Segunda_Clase,28/01/1990,29/01/1990,19901-0001
666,683070000000000190114000000000,Mutacion_Segunda_Clase,17/02/2015,18/02/2015,20152-0001
667,683070000000000100157000000000,Mutacion_Segunda_Clase,29/08/2010,30/08/2010,20108-0002
668,683070000000000190037000000000,Mutacion_Segunda_Clase,24/02/2006,25/02/2006,20062-0002
669,683070000000000180511000000000,Mutacion_Segunda_Clase,30/08/2015,31/08/2015,20158-0001
670,683070000000000190068000000000,Mutacion_Segunda_Clase,08/11/2016,09/11/2016,201611-0001
671,683070000000000190113000000000,Mutacion_Segunda_Clase,02/12/2017,03/12/2017,201712-0002
672,683070000000000190106000000000,Mutacion_Segunda_Clase,01/02/2010,02/02/2010,20102-0002
673,683070000000000060409000000000,Mutacion_Segunda_Clase,30/09/2000,01/10/2000,20009-0001
674,683070000000000060342000000000,Mutacion_Segunda_Clase,25/12/2013,26/12/2013,201312-0001
675,683070000000000090005000000000,Mutacion_Segunda_Clase,11/12/2019,12/12/2019,201912-0002
676,683070000000000100105000000000,Mutacion_Segunda_Clase,05/10/2013,06/10/2013,201310-0002
677,683070000000000090009000000000,Mutacion_Segunda_Clase,25/07/1988,26/07/1988,19887-0001
678,683070000000000090022000000000,Mutacion_Segunda_Clase,03/03/1999,04/03/1999,19993-0001
679,683070000000000090037000000000,Mutacion_Segunda_Clase,01/11/1995,02/11/1995,199511-0002
680,683070000000000090052000000000,Mutacion_Segunda_Clase,05/06/2009,06/06/2009,20096-0002
681,683070000000000090046000000000,Mutacion_Segunda_Clase,01/01/2003,02/01/2003,20031-0001
682,683070000000000100007000000000,Mutacion_Segunda_Clase,22/02/1995,23/02/1995,19952-0001
683,683070000000000090053000000000,Mutacion_Segunda_Clase,29/04/2013,30/04/2013,20134-0002
684,683070000000000090039000000000,Mutacion_Segunda_Clase,04/03/2008,05/03/2008,20083-0002
685,683070000000000090074000000000,Mutacion_Segunda_Clase,11/03/1999,12/03/1999,19993-0001
686,683070000000000090044000000000,Mutacion_Segunda_Clase,28/07/1985,29/07/1985,19857-0001
687,683070000000000070700000000000,Mutacion_Segunda_Clase,08/04/2016,09/04/2016,20164-0002
688,683070000000000100001000000000,Mutacion_Segunda_Clase,25/07/1990,26/07/1990,19907-0002
689,683070000000000100070000000000,Mutacion_Segunda_Clase,27/12/2019,28/12/2019,201912-0001
690,683070000000000100066000000000,Mutacion_Segunda_Clase,17/03/2003,18/03/2003,20033-0001
691,683070000000000100103000000000,Mutacion_Segunda_Clase,08/09/2008,09/09/2008,20089-0002
692,683070000000000100029000000000,Mutacion_Segunda_Clase,01/07/1992,02/07/1992,19927-0002
693,683070000000000090054000000000,Mutacion_Segunda_Clase,16/06/2020,17/06/2020,20206-0001
694,683070000000000090045000000000,Mutacion_Segunda_Clase,05/01/2012,06/01/2012,20121-0001
695,683070000000000070713000000000,Mutacion_Segunda_Clase,08/03/2004,09/03/2004,20043-0002
696,683070000000000100028000000000,Mutacion_Segunda_Clase,26/06/2006,27/06/2006,20066-0002
697,683070000000000100064000000000,Mutacion_Segunda_Clase,26/02/2015,27/02/2015,20152-0001
698,683070000000000090011000000000,Mutacion_Segunda_Clase,09/07/2001,10/07/2001,20017-0001
699,683070000000000090035000000000,Mutacion_Segunda_Clase,14/01/2010,15/01/2010,20101-0002
700,683070000000000090004000000000,Mutacion_Segunda_Clase,21/12/1986,22/12/1986,198612-0002
701,683070000000000090012000000000,Mutacion_Segunda_Clase,27/03/1991,28/03/1991,19913-0001
702,683070000000000080002000000000,Mutacion_Segunda_Clase,12/11/1986,13/11/1986,198611-0001
703,683070000000000090082000000000,Mutacion_Segunda_Clase,02/11/1992,03/11/1992,199211-0002
704,683070000000000090038000000000,Mutacion_Segunda_Clase,12/02/2005,13/02/2005,20052-0002
705,683070000000000070699000000000,Mutacion_Segunda_Clase,30/03/1987,31/03/1987,19873-0001
706,683070000000000090028000000000,Mutacion_Segunda_Clase,12/02/1986,13/02/1986,19862-0001
707,683070000000000090027000000000,Mutacion_Segunda_Clase,17/10/2005,18/10/2005,200510-0002
708,683070000000000011398000000000,Mutacion_Segunda_Clase,01/03/2001,02/03/2001,20013-0002
709,683070000000000090029000000000,Mutacion_Segunda_Clase,09/03/1984,10/03/1984,19843-0001
710,683070000000000090030000000000,Mutacion_Segunda_Clase,13/07/1982,14/07/1982,19827-0001
711,683070000000000090063000000000,Mutacion_Segunda_Clase,20/11/1983,21/11/1983,198311-0002
712,683070000000000090031000000000,Mutacion_Segunda_Clase,24/11/1999,25/11/1999,199911-0002
713,683070000000000090040000000000,Mutacion_Segunda_Clase,25/11/1989,26/11/1989,198911-0001
714,683070000000000070111000000000,Mutacion_Segunda_Clase,19/05/2011,20/05/2011,20115-0001
715,683070000000000090025000000000,Mutacion_Segunda_Clase,09/09/2013,10/09/2013,20139-0002
716,683070000000000090017000000000,Mutacion_Segunda_Clase,05/05/2015,06/05/2015,20155-0002
717,683070000000000090016000000000,Mutacion_Segunda_Clase,06/01/1982,07/01/1982,19821-0001
718,683070000000000090036000000000,Mutacion_Segunda_Clase,22/02/2006,23/02/2006,20062-0001
719,683070000000000090014000000000,Mutacion_Segunda_Clase,29/03/1985,30/03/1985,19853-0002
720,683070000000000090015000000000,Mutacion_Segunda_Clase,22/04/1981,23/04/1981,19814-0002
721,683070000000000090041000000000,Mutacion_Segunda_Clase,17/02/1984,18/02/1984,19842-0001
722,683070000000000010039000000000,Mutacion_Segunda_Clase,20/08/1982,21/08/1982,19828-0001
723,683070000000000090026000000000,Mutacion_Segunda_Clase,09/09/1984,10/09/1984,19849-0002
724,683070000000000090002000000000,Mutacion_Segunda_Clase,26/12/2019,27/12/2019,201912-0002
725,683070000000000090007000000000,Mutacion_Segunda_Clase,15/02/2014,16/02/2014,20142-0001
726,683070000000000150040000000000,Mutacion_Segunda_Clase,12/06/2004,13/06/2004,20046-0001
727,683070000000000150039000000000,Mutacion_Segunda_Clase,17/04/2004,18/04/2004,20044-0002
728,683070000000000150176000000000,Mutacion_Segunda_Clase,01/07/1982,02/07/1982,19827-0002
729,683070000000000070266000000000,Mutacion_Segunda_Clase,20/07/1997,21/07/1997,19977-0001
730,683070000000000150136000000000,Mutacion_Segunda_Clase,29/10/2019,30/10/2019,201910-0001
731,683070000000000130115000000000,Mutacion_Segunda_Clase,14/05/1993,15/05/1993,19935-0002
732,683070000000000010371000000000,Mutacion_Segunda_Clase,26/01/1981,27/01/1981,19811-0002
733,683070000000000150137000000000,Mutacion_Segunda_Clase,30/10/2001,31/10/2001,200110-0001
734,683070000000000150135000000000,Mutacion_Segunda_Clase,25/06/1988,26/06/1988,19886-0001
735,683070000000000010345000000000,Mutacion_Segunda_Clase,17/02/1986,18/02/1986,19862-0002
736,683070000000000150156000000000,Mutacion_Segunda_Clase,18/11/1980,19/11/1980,198011-0002
737,683070000000000150157000000000,Mutacion_Segunda_Clase,30/11/2004,01/12/2004,200411-0001
738,683070000000000150128000000000,Mutacion_Segunda_Clase,22/10/2014,23/10/2014,201410-0001
739,683070000000000150129000000000,Mutacion_Segunda_Clase,04/10/1982,05/10/1982,198210-0002
740,683070000000000150013000000000,Mutacion_Segunda_Clase,06/08/2017,07/08/2017,20178-0002
741,683070000000000150144000000000,Mutacion_Segunda_Clase,08/06/1996,09/06/1996,19966-0001
742,683070000000000150014000000000,Mutacion_Segunda_Clase,03/05/1992,04/05/1992,19925-0001
743,683070000000000010370000000000,Mutacion_Segunda_Clase,20/08/2020,21/08/2020,20208-0002
744,683070000000000150140000000000,Mutacion_Segunda_Clase,23/05/2016,24/05/2016,20165-0002
745,683070000000000150145000000000,Mutacion_Segunda_Clase,20/06/2018,21/06/2018,20186-0001
746,683070000000000130108000000000,Mutacion_Segunda_Clase,15/10/1984,16/10/1984,198410-0001
747,683070000000000070714000000000,Mutacion_Segunda_Clase,15/08/2013,16/08/2013,20138-0002
748,683070000000000150143000000000,Mutacion_Segunda_Clase,15/04/1995,16/04/1995,19954-0002
749,683070000000000150126000000000,Mutacion_Segunda_Clase,08/04/1990,09/04/1990,19904-0001
750,683070000000000130082000000000,Mutacion_Segunda_Clase,16/08/1983,17/08/1983,19838-0001
751,683070000000000070715000000000,Mutacion_Segunda_Clase,14/11/1988,15/11/1988,198811-0002
752,683070000000000150146000000000,Mutacion_Segunda_Clase,26/02/1983,27/02/1983,19832-0002
753,683070000000000150148000000000,Mutacion_Segunda_Clase,15/08/1988,16/08/1988,19888-0001
754,683070000000000130107000000000,Mutacion_Segunda_Clase,08/02/1994,09/02/1994,19942-0001
755,683070000000000130122000000000,Mutacion_Segunda_Clase,06/02/2012,07/02/2012,20122-0002
756,683070000000000170016000000000,Mutacion_Segunda_Clase,11/05/1990,12/05/1990,19905-0002
757,683070000000000150142000000000,Mutacion_Segunda_Clase,03/12/2017,04/12/2017,201712-0001
758,683070000000000150138000000000,Mutacion_Segunda_Clase,30/12/2003,31/12/2003,200312-0001
759,683070000000000150124000000000,Mutacion_Segunda_Clase,12/11/2008,13/11/2008,200811-0002
760,683070000000000018007000000000,Mutacion_Segunda_Clase,05/05/2005,06/05/2005,20055-0002
761,683070000000000010897000000000,Mutacion_Segunda_Clase,28/09/2019,29/09/2019,20199-0001
762,683070000000000150218000000000,Mutacion_Segunda_Clase,11/05/1990,12/05/1990,19905-0001
763,683070000000000130086000000000,Mutacion_Segunda_Clase,17/09/2016,18/09/2016,20169-0002
764,683070000000000070125000000000,Mutacion_Segunda_Clase,27/09/1986,28/09/1986,19869-0002
765,683070000000000150210000000000,Mutacion_Segunda_Clase,17/07/2007,18/07/2007,20077-0001
766,683070000000000120019000000000,Mutacion_Segunda_Clase,25/05/1981,26/05/1981,19815-0001
767,683070000000000150127000000000,Mutacion_Segunda_Clase,25/05/2008,26/05/2008,20085-0002
768,683070000000000120080000000000,Mutacion_Segunda_Clase,30/10/2020,31/10/2020,202010-0002
769,683070000000000120057000000000,Mutacion_Segunda_Clase,01/12/2000,02/12/2000,200012-0001
770,683070000000000120056000000000,Mutacion_Segunda_Clase,25/05/2005,26/05/2005,20055-0001
771,683070000000000110167000000000,Mutacion_Segunda_Clase,13/06/1995,14/06/1995,19956-0002
772,683070000000000110055000000000,Mutacion_Segunda_Clase,05/09/1985,06/09/1985,19859-0002
773,683070000000000110057000000000,Mutacion_Segunda_Clase,25/10/1988,26/10/1988,198810-0001
774,683070000000000070178000000000,Mutacion_Segunda_Clase,06/11/1980,07/11/1980,198011-0001
775,683070000000000130104000000000,Mutacion_Segunda_Clase,15/04/1985,16/04/1985,19854-0002
776,683070000000000130092000000000,Mutacion_Segunda_Clase,25/07/2005,26/07/2005,20057-0002
777,683070000000000130094000000000,Mutacion_Segunda_Clase,01/10/2001,02/10/2001,200110-0001
778,683070000000000130095000000000,Mutacion_Segunda_Clase,25/03/1993,26/03/1993,19933-0001
779,683070000000000080324000000000,Mutacion_Segunda_Clase,22/08/1992,23/08/1992,19928-0002
780,683070000000000010409000000000,Mutacion_Segunda_Clase,06/02/2000,07/02/2000,20002-0002
781,683070000000000130090000000000,Mutacion_Segunda_Clase,13/07/2018,14/07/2018,20187-0001
782,683070000000000130117000000000,Mutacion_Segunda_Clase,27/05/2012,28/05/2012,20125-0001
783,683070000000000130106000000000,Mutacion_Segunda_Clase,03/01/2012,04/01/2012,20121-0002
784,683070000000000130083000000000,Mutacion_Segunda_Clase,24/12/2005,25/12/2005,200512-0002
785,683070000000000010455000000000,Mutacion_Segunda_Clase,13/11/1998,14/11/1998,199811-0001
786,683070000000000130105000000000,Mutacion_Segunda_Clase,18/01/1987,19/01/1987,19871-0001
787,683070000000000080307000000000,Mutacion_Segunda_Clase,27/07/1997,28/07/1997,19977-0002
788,683070000000000080308000000000,Mutacion_Segunda_Clase,18/04/2018,19/04/2018,20184-0002
789,683070000000000170021000000000,Mutacion_Segunda_Clase,21/09/2001,22/09/2001,20019-0001
790,683070000000000080349000000000,Mutacion_Segunda_Clase,30/06/1996,01/07/1996,19966-0001
791,683070000000000080393000000000,Mutacion_Segunda_Clase,20/08/1987,21/08/1987,19878-0002
792,683070000000000080302000000000,Mutacion_Segunda_Clase,25/03/1991,26/03/1991,19913-0002
793,683070000000000080089000000000,Mutacion_Segunda_Clase,26/03/2015,27/03/2015,20153-0001
794,683070000000000170119000000000,Mutacion_Segunda_Clase,30/07/2016,31/07/2016,20167-0001
795,683070000000000170094000000000,Mutacion_Segunda_Clase,21/09/1986,22/09/1986,19869-0002
796,683070000000000170001000000000,Mutacion_Segunda_Clase,04/02/2000,05/02/2000,20002-0002
797,683070000000000170035000000000,Mutacion_Segunda_Clase,17/05/1986,18/05/1986,19865-0001
798,683070000000000170034000000000,Mutacion_Segunda_Clase,30/05/2008,31/05/2008,20085-0001
799,683070000000000170029000000000,Mutacion_Segunda_Clase,30/05/2004,31/05/2004,20045-0002
800,683070000000000170120000000000,Mutacion_Segunda_Clase,01/10/1989,02/10/1989,198910-0002
801,683070000000000170012000000000,Mutacion_Segunda_Clase,17/09/1988,18/09/1988,19889-0001
802,683070000000000170314000000000,Mutacion_Segunda_Clase,05/12/1996,06/12/1996,199612-0001
803,683070000000000010083000000000,Mutacion_Segunda_Clase,21/10/2007,22/10/2007,200710-0002
804,683070000000000010464000000000,Mutacion_Segunda_Clase,19/07/2002,20/07/2002,20027-0002
805,683070000000000010425000000000,Mutacion_Segunda_Clase,03/03/1997,04/03/1997,19973-0001
806,683070000000000010427000000000,Mutacion_Segunda_Clase,19/02/1982,20/02/1982,19822-0001
807,683070000000000010470000000000,Mutacion_Segunda_Clase,14/05/1995,15/05/1995,19955-0002
808,683070000000000010433000000000,Mutacion_Primera_Clase,30/08/1998,31/08/1998,19988-0002
809,683070000000000010428000000000,Mutacion_Primera_Clase,27/10/2015,28/10/2015,201510-0001
810,683070000000000080358000000000,Mutacion_Primera_Clase,08/12/1981,09/12/1981,198112-0001
811,683070000000000080054000000000,Mutacion_Primera_Clase,27/10/2000,28/10/2000,200010-0002
812,683070000000000080053000000000,Mutacion_Primera_Clase,09/03/2017,10/03/2017,20173-0002
813,683070000000000080056000000000,Mutacion_Primera_Clase,01/03/2003,02/03/2003,20033-0001
814,683070000000000080046000000000,Mutacion_Primera_Clase,16/04/1999,17/04/1999,19994-0001
815,683070000000000070764000000000,Mutacion_Primera_Clase,06/06/2003,07/06/2003,20036-0002
816,683070000000000080045000000000,Mutacion_Primera_Clase,26/12/2010,27/12/2010,201012-0002
817,683070000000000080300000000000,Mutacion_Primera_Clase,23/10/1993,24/10/1993,199310-0001
818,683070000000000080321000000000,Mutacion_Primera_Clase,16/04/1991,17/04/1991,19914-0001
819,683070000000000080301000000000,Mutacion_Primera_Clase,05/06/1999,06/06/1999,19996-0002
820,683070000000000080048000000000,Mutacion_Primera_Clase,27/04/2000,28/04/2000,20004-0002
821,683070000000000080047000000000,Mutacion_Primera_Clase,09/09/2019,10/09/2019,20199-0001
822,683070000000000010749000000000,Mutacion_Primera_Clase,28/01/1992,29/01/1992,19921-0001
823,683070000000000080052000000000,Mutacion_Primera_Clase,23/01/2000,24/01/2000,20001-0002
824,683070000000000080051000000000,Mutacion_Primera_Clase,13/05/2010,14/05/2010,20105-0002
825,683070000000000080057000000000,Mutacion_Primera_Clase,06/08/2003,07/08/2003,20038-0001
826,683070000000000080049000000000,Mutacion_Primera_Clase,19/09/2011,20/09/2011,20119-0001
827,683070000000000080050000000000,Mutacion_Primera_Clase,26/09/1980,27/09/1980,19809-0002
828,683070000000000080058000000000,Mutacion_Primera_Clase,04/11/2004,05/11/2004,200411-0002
829,683070000000000080059000000000,Mutacion_Primera_Clase,14/07/2015,15/07/2015,20157-0001
830,683070000000000010746000000000,Mutacion_Primera_Clase,23/01/2013,24/01/2013,20131-0001
831,683070000000000070193000000000,Mutacion_Primera_Clase,19/08/2017,20/08/2017,20178-0002
832,683070000000000080325000000000,Mutacion_Primera_Clase,24/06/1993,25/06/1993,19936-0002
833,683070000000000080327000000000,Mutacion_Primera_Clase,18/12/2015,19/12/2015,201512-0001
834,683070000000000080400000000000,Mutacion_Primera_Clase,06/10/2001,07/10/2001,200110-0001
835,683070000000000080330000000000,Mutacion_Primera_Clase,16/08/2015,17/08/2015,20158-0002
836,683070000000000080331000000000,Mutacion_Primera_Clase,21/05/1985,22/05/1985,19855-0002
837,683070000000000080334000000000,Mutacion_Primera_Clase,26/08/2007,27/08/2007,20078-0001
838,683070000000000080062000000000,Mutacion_Primera_Clase,25/06/1988,26/06/1988,19886-0001
839,683070000000000210031000000000,Mutacion_Primera_Clase,02/04/2011,03/04/2011,20114-0002
840,683070000000000210034000000000,Mutacion_Primera_Clase,20/11/1988,21/11/1988,198811-0002
841,683070000000000210028000000000,Mutacion_Primera_Clase,02/06/2019,03/06/2019,20196-0001
842,683070000000000210137000000000,Mutacion_Primera_Clase,25/08/1989,26/08/1989,19898-0001
843,683070000000000210130000000000,Mutacion_Primera_Clase,11/06/2012,12/06/2012,20126-0002
844,683070000000000210063000000000,Mutacion_Primera_Clase,08/04/1994,09/04/1994,19944-0002
845,683070000000000210122000000000,Mutacion_Primera_Clase,04/03/1986,05/03/1986,19863-0001
846,683070000000000210022000000000,Mutacion_Primera_Clase,03/04/1980,04/04/1980,19804-0001
847,683070000000000210120000000000,Mutacion_Primera_Clase,02/03/2010,03/03/2010,20103-0002
848,683070000000000210214000000000,Mutacion_Primera_Clase,17/09/2004,18/09/2004,20049-0002
849,683070000000000070716000000000,Mutacion_Primera_Clase,17/05/1981,18/05/1981,19815-0001
850,683070000000000130110000000000,Mutacion_Primera_Clase,11/06/1993,12/06/1993,19936-0001
851,683070000000000110056000000000,Mutacion_Primera_Clase,05/07/1995,06/07/1995,19957-0002
852,683070000000000110015000000000,Mutacion_Primera_Clase,27/12/2017,28/12/2017,201712-0002
853,683070000000000110148000000000,Mutacion_Primera_Clase,06/10/2018,07/10/2018,201810-0001
854,683070000000000110020000000000,Mutacion_Primera_Clase,16/06/2006,17/06/2006,20066-0001
855,683070000000000110037000000000,Mutacion_Primera_Clase,24/11/2007,25/11/2007,200711-0002
856,683070000000000110045000000000,Mutacion_Primera_Clase,12/07/1996,13/07/1996,19967-0002
857,683070000000000110038000000000,Mutacion_Primera_Clase,15/12/2008,16/12/2008,200812-0001
858,683070000000000110080000000000,Mutacion_Primera_Clase,09/06/2008,10/06/2008,20086-0001
859,683070000000000110029000000000,Mutacion_Primera_Clase,04/04/2016,05/04/2016,20164-0002
860,683070000000000110126000000000,Mutacion_Primera_Clase,01/09/2001,02/09/2001,20019-0002
861,683070000000000110011000000000,Mutacion_Primera_Clase,19/02/2010,20/02/2010,20102-0001
862,683070000000000070717000000000,Mutacion_Primera_Clase,28/09/1994,29/09/1994,19949-0001
863,683070000000000110127000000000,Mutacion_Primera_Clase,21/11/1994,22/11/1994,199411-0002
864,683070000000000110031000000000,Mutacion_Primera_Clase,24/04/1986,25/04/1986,19864-0002
865,683070000000000110013000000000,Mutacion_Primera_Clase,19/01/1995,20/01/1995,19951-0001
866,683070000000000110014000000000,Mutacion_Primera_Clase,12/04/1995,13/04/1995,19954-0001
867,683070000000000070718000000000,Mutacion_Primera_Clase,12/08/2014,13/08/2014,20148-0002
868,683070000000000110033000000000,Mutacion_Primera_Clase,15/03/1985,16/03/1985,19853-0002
869,683070000000000110006000000000,Mutacion_Primera_Clase,23/07/1991,24/07/1991,19917-0001
870,683070000000000110007000000000,Mutacion_Primera_Clase,29/05/1988,30/05/1988,19885-0001
871,683070000000000110008000000000,Mutacion_Primera_Clase,22/03/1989,23/03/1989,19893-0002
872,683070000000000110009000000000,Mutacion_Primera_Clase,29/05/1992,30/05/1992,19925-0002
873,683070000000000110010000000000,Mutacion_Primera_Clase,28/03/1994,29/03/1994,19943-0001
874,683070000000000110151000000000,Mutacion_Primera_Clase,02/08/2008,03/08/2008,20088-0001
875,683070000000000110152000000000,Mutacion_Primera_Clase,18/10/2016,19/10/2016,201610-0002
876,683070000000000110019000000000,Mutacion_Primera_Clase,30/12/2005,31/12/2005,200512-0002
877,683070000000000110017000000000,Mutacion_Primera_Clase,01/12/2000,02/12/2000,200012-0001
878,683070000000000110149000000000,Mutacion_Primera_Clase,12/05/2005,13/05/2005,20055-0001
879,683070000000000110150000000000,Mutacion_Primera_Clase,07/08/2006,08/08/2006,20068-0002
880,683070000000000110012000000000,Mutacion_Primera_Clase,10/11/2017,11/11/2017,201711-0002
881,683070000000000110050000000000,Mutacion_Primera_Clase,09/10/2000,10/10/2000,200010-0001
882,683070000000000070387000000000,Mutacion_Primera_Clase,03/10/2003,04/10/2003,200310-0001
883,683070000000000110042000000000,Mutacion_Primera_Clase,02/08/1982,03/08/1982,19828-0002
884,683070000000000110040000000000,Mutacion_Primera_Clase,05/05/2015,06/05/2015,20155-0002
885,683070000000000110044000000000,Mutacion_Primera_Clase,21/08/2004,22/08/2004,20048-0001
886,683070000000000070093000000000,Mutacion_Primera_Clase,29/05/1990,30/05/1990,19905-0001
887,683070000000000070681000000000,Mutacion_Primera_Clase,23/06/1980,24/06/1980,19806-0002
888,683070000000000130061000000000,Mutacion_Primera_Clase,26/11/2017,27/11/2017,201711-0002
889,683070000000000130114000000000,Mutacion_Primera_Clase,01/09/2013,02/09/2013,20139-0001
890,683070000000000110107000000000,Mutacion_Primera_Clase,14/02/1995,15/02/1995,19952-0001
891,683070000000000110102000000000,Mutacion_Primera_Clase,27/10/2018,28/10/2018,201810-0002
892,683070000000000110101000000000,Mutacion_Primera_Clase,13/04/2002,14/04/2002,20024-0002
893,683070000000000070678000000000,Mutacion_Primera_Clase,06/04/2011,07/04/2011,20114-0001
894,683070000000000110039000000000,Mutacion_Primera_Clase,06/04/1989,07/04/1989,19894-0001
895,683070000000000110117000000000,Mutacion_Primera_Clase,10/02/1991,11/02/1991,19912-0002
896,683070000000000110098000000000,Mutacion_Primera_Clase,27/01/1999,28/01/1999,19991-0002
897,683070000000000110129000000000,Mutacion_Primera_Clase,20/09/2000,21/09/2000,20009-0001
898,683070000000000110104000000000,Mutacion_Primera_Clase,28/08/1990,29/08/1990,19908-0001
899,683070000000000110103000000000,Mutacion_Primera_Clase,21/10/1991,22/10/1991,199110-0002
900,683070000000000110169000000000,Mutacion_Primera_Clase,28/01/1982,29/01/1982,19821-0002
901,683070000000000110133000000000,Mutacion_Primera_Clase,06/02/2000,07/02/2000,20002-0001
902,683070000000000110132000000000,Mutacion_Primera_Clase,26/06/1984,27/06/1984,19846-0001
903,683070000000000110130000000000,Mutacion_Primera_Clase,08/06/1992,09/06/1992,19926-0002
904,683070000000000110131000000000,Mutacion_Primera_Clase,22/02/1998,23/02/1998,19982-0002
905,683070000000000130075000000000,Mutacion_Primera_Clase,21/06/1985,22/06/1985,19856-0001
906,683070000000000130074000000000,Mutacion_Primera_Clase,27/12/1984,28/12/1984,198412-0001
907,683070000000000130102000000000,Mutacion_Primera_Clase,23/02/2007,24/02/2007,20072-0002
908,683070000000000130073000000000,Mutacion_Primera_Clase,01/03/1989,02/03/1989,19893-0002
909,683070000000000130072000000000,Mutacion_Primera_Clase,26/04/1996,27/04/1996,19964-0001
910,683070000000000130087000000000,Mutacion_Primera_Clase,12/04/1998,13/04/1998,19984-0001
911,683070000000000130084000000000,Mutacion_Primera_Clase,24/05/2015,25/05/2015,20155-0002
912,683070000000000130026000000000,Mutacion_Primera_Clase,11/01/2008,12/01/2008,20081-0002
913,683070000000000130078000000000,Mutacion_Primera_Clase,14/10/1991,15/10/1991,199110-0001
914,683070000000000070719000000000,Mutacion_Primera_Clase,13/07/1987,14/07/1987,19877-0001
915,683070000000000130011000000000,Mutacion_Primera_Clase,27/07/2014,28/07/2014,20147-0002
916,683070000000000130079000000000,Mutacion_Primera_Clase,29/12/2003,30/12/2003,200312-0002
917,683070000000000130080000000000,Mutacion_Primera_Clase,01/07/2017,02/07/2017,20177-0001
918,683070000000000130055000000000,Mutacion_Primera_Clase,09/03/2011,10/03/2011,20113-0001
919,683070000000000130039000000000,Mutacion_Primera_Clase,17/10/2016,18/10/2016,201610-0002
